"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
325 2 2 1 1 NA NA 1 1 1 NA 80
326 2 2 2 1 41 NA 1 2 2 NA 41
326 3 NA NA 1 11 11 1 2 2 NA 41
327 2 NA 1 1 NA 2 2 NA 1 1 29
327 3 NA 1 1 1 3 2 NA 1 1 29
328 2 NA 1 1 57 NA NA 2 1 1 56
329 2 NA 1 NA NA 2 1 NA 1 1 75
330 2 2 NA 1 NA 2 1 1 1 1 43
330 3 2 1 1 21 NA 1 1 1 1 43
330 4 2 NA 1 14 NA 1 1 1 1 43
331 2 2 1 NA 38 2 1 NA 1 1 41
331 3 1 NA 1 NA 3 1 NA 1 1 41
331 4 1 1 1 NA NA 1 NA 1 1 41
332 2 2 NA NA NA 2 NA NA NA 1 74
333 2 2 1 1 42 2 2 NA NA 1 45
333 3 1 NA 1 20 3 2 NA NA 1 45
334 2 2 1 1 NA 2 2 1 1 NA 42
334 3 2 1 1 14 5 2 1 1 NA 42
335 2 NA 1 NA 57 2 1 NA 1 1 44
335 3 2 1 1 17 NA 1 NA 1 1 44
335 4 1 1 1 13 3 1 NA 1 1 44
336 2 2 NA 2 6 NA 1 NA 1 1 30
336 3 1 1 NA 32 12 1 NA 1 1 30
337 2 NA 1 1 NA 2 NA 1 1 1 76
338 2 1 NA 1 NA 2 1 2 NA 1 52
339 2 1 1 NA 31 12 1 2 1 1 31
340 2 NA 1 1 NA 2 1 NA 1 1 68
341 2 NA NA 1 7 3 NA 2 1 NA 37
341 3 1 1 NA 3 3 NA 2 1 NA 37
342 2 2 NA 1 6 NA NA 2 2 1 24
343 2 NA NA 2 25 3 1 NA 1 2 53
344 2 NA 1 5 NA 2 NA 2 1 1 53
345 2 2 NA 1 65 2 NA 1 NA 1 65
346 2 2 NA 1 81 2 1 1 1 1 79
347 2 2 1 1 NA 2 2 1 NA 1 44
347 3 NA 1 1 69 7 2 1 NA 1 44
348 2 NA 1 1 NA 3 NA NA NA 1 57
349 2 2 1 NA 75 12 NA 1 1 1 69
350 2 1 NA 1 74 2 2 2 1 NA 66
351 2 2 1 1 NA 2 1 1 NA NA 40
351 3 NA 1 1 9 3 1 1 NA NA 40
351 4 NA 1 1 6 NA 1 1 NA NA 40
352 2 2 1 1 82 NA 1 NA 1 1 62
353 2 1 1 NA NA 2 1 NA NA 1 30
354 2 2 1 1 NA 2 1 1 NA NA 61
355 2 1 NA 1 55 11 1 NA 1 NA 69
356 2 NA 1 1 NA 2 1 2 1 1 53
357 2 2 1 1 45 12 NA 1 NA NA 46
358 2 2 8 1 NA NA 1 1 NA NA 57
359 2 2 1 1 51 2 1 1 1 1 63
360 2 1 1 1 29 12 2 2 1 NA 28
361 2 NA 1 1 68 2 1 2 1 1 63
361 3 1 1 1 35 3 1 2 1 1 63
361 4 1 1 1 35 13 1 2 1 1 63
362 2 1 NA 1 1 NA NA 1 NA 1 26
362 3 NA 1 1 24 12 NA 1 NA 1 26
363 2 NA 2 1 6 NA NA NA 2 1 36
364 2 2 1 1 66 6 1 NA NA 1 59
364 3 NA NA 1 51 6 1 NA NA 1 59
365 2 2 1 NA 57 2 1 1 1 1 55
365 3 1 NA 1 24 3 1 1 1 1 55
366 2 1 1 5 16 3 1 2 NA NA 36
367 2 1 2 NA 27 6 2 NA 2 1 35
367 3 1 NA 1 35 12 2 NA 2 1 35
368 2 2 1 1 53 2 NA 1 1 NA 60
369 2 NA NA 1 7 3 2 NA 1 1 47
370 2 NA 7 2 1 NA 2 1 NA NA 31
370 3 2 7 5 28 12 2 1 NA NA 31
371 2 2 1 1 NA NA 2 1 1 1 82
372 2 NA NA 1 NA 2 NA 1 1 1 66
373 2 2 NA 1 NA NA 2 1 1 1 25
374 2 NA 1 NA 47 2 1 1 NA 1 46
374 3 1 NA 1 18 3 1 1 NA 1 46
375 2 1 6 1 29 3 NA 2 6 NA 63
376 2 2 NA 5 6 NA 1 2 1 5 31
377 2 2 1 1 NA 2 1 1 1 1 86
378 2 2 NA 1 22 3 2 2 NA NA 56
379 2 NA 6 1 38 NA NA NA NA NA 39
379 3 NA 6 1 6 NA NA NA NA NA 39
379 4 1 6 1 NA 3 NA NA NA NA 39
380 2 NA NA NA 46 NA 1 NA NA 1 51
380 3 NA NA 1 12 NA 1 NA NA 1 51
381 2 NA NA 1 35 NA 2 NA 1 1 31
382 2 2 5 1 NA 2 1 NA 1 1 52
383 2 2 1 1 75 NA 1 1 NA 1 75
384 2 NA 2 NA 12 NA 2 NA NA NA 39
384 3 1 2 1 NA NA 2 NA NA NA 39
385 2 NA 1 NA 44 2 NA 1 1 2 47
385 3 1 1 NA NA 3 NA 1 1 2 47
385 4 1 1 2 7 NA NA 1 1 2 47
386 2 2 1 1 40 NA 1 NA 1 1 44
386 3 NA 1 NA 17 3 1 NA 1 1 44
387 2 2 1 1 NA 3 NA 2 1 1 59
388 2 2 1 1 43 NA NA NA 1 1 48
389 2 1 2 1 52 3 1 NA 2 1 77
389 3 1 NA 1 50 3 1 NA 2 1 77
390 2 2 1 1 38 2 NA NA 2 NA 38
390 3 NA 8 NA 6 NA NA NA 2 NA 38
390 4 2 8 NA 2 3 NA NA 2 NA 38
391 2 NA NA NA NA 2 2 2 1 1 23
391 3 1 1 1 1 NA 2 2 1 1 23
392 2 2 1 NA NA NA 1 NA NA 1 58
392 3 1 NA NA NA NA 1 NA NA 1 58
393 2 2 1 1 NA 2 1 NA 1 1 65
394 2 1 1 1 25 NA 1 NA 1 1 51
394 3 1 1 1 12 3 1 NA 1 1 51
395 2 NA 1 1 62 2 1 NA 1 1 65
396 2 NA 1 1 59 2 1 2 1 1 59
397 2 1 1 NA NA NA 1 2 1 1 48
398 2 2 NA 1 NA 2 2 1 1 1 56
399 2 NA 1 1 69 2 NA 1 NA NA 70
400 2 2 NA NA NA 2 1 1 1 1 81
401 2 1 1 1 95 13 NA 1 1 1 62
402 2 2 NA 1 NA 2 1 1 1 1 66
403 2 2 1 1 NA NA 1 1 1 1 60
403 3 1 1 NA 15 3 1 1 1 1 60
404 2 1 1 1 27 NA NA NA NA 1 57
404 3 NA 1 1 4 8 NA NA NA 1 57
404 4 1 1 NA 49 12 NA NA NA 1 57
405 2 NA NA 1 NA 2 1 NA 1 1 53
406 2 1 1 1 15 3 1 2 NA 1 54
407 2 NA NA 1 NA NA 1 NA 1 NA 74
407 3 1 1 1 46 3 1 NA 1 NA 74
408 2 2 NA 1 44 NA 1 NA 1 NA 53
409 2 NA NA 1 NA 2 1 1 NA 1 51
409 3 1 NA 1 14 3 1 1 NA 1 51
410 2 NA 1 NA 53 NA NA NA 1 1 63
411 2 2 1 1 NA NA 2 2 NA 1 42
412 2 NA 1 1 52 2 1 2 1 1 42
413 2 2 1 1 16 3 1 NA 1 1 44
413 3 2 NA 1 14 3 1 NA 1 1 44
413 4 2 NA 1 10 3 1 NA 1 1 44
414 2 2 1 NA NA 2 NA 1 1 1 55
414 3 1 1 1 NA 3 NA 1 1 1 55
414 4 1 1 1 16 3 NA 1 1 1 55
415 2 NA 1 1 NA 2 1 1 NA NA 65
416 2 NA 1 NA 27 NA NA 1 NA NA 30
416 3 2 1 1 5 3 NA 1 NA NA 30
417 2 NA NA 1 70 2 NA 1 1 1 68
418 2 2 1 NA 68 2 1 1 1 NA 55
419 2 1 1 1 NA 2 NA NA NA 1 55
420 2 2 1 1 NA 2 1 1 1 1 64
421 2 2 NA 1 60 2 1 1 1 1 63
422 2 NA 1 NA NA 2 NA 1 NA 1 69
423 2 2 NA 1 64 2 1 1 1 1 63
424 2 2 1 NA 62 12 1 NA NA NA 72
425 2 2 NA 1 51 2 1 1 NA 1 54
426 2 NA 1 NA 4 3 2 NA 1 1 28
427 2 1 1 1 70 NA 1 2 1 NA 64
428 2 NA 6 1 NA 3 1 1 6 1 51
429 2 2 NA 1 NA 2 1 1 NA NA 72
430 2 1 1 1 47 2 1 2 1 1 55
430 3 1 1 1 16 3 1 2 1 1 55
431 2 1 1 1 44 2 2 2 1 1 41
431 3 2 1 1 18 3 2 2 1 1 41
431 4 1 1 1 14 NA 2 2 1 1 41
432 2 2 1 1 1 3 NA NA NA 1 31
432 3 NA 1 1 33 12 NA NA NA 1 31
432 4 NA NA NA 35 12 NA NA NA 1 31
433 2 2 1 1 NA 2 1 NA 1 NA 45
433 3 2 NA 1 15 NA 1 NA 1 NA 45
433 4 2 1 1 66 9 1 NA 1 NA 45
434 2 2 NA NA NA 2 NA 1 NA NA 53
434 3 1 2 1 21 3 NA 1 NA NA 53
434 4 2 2 1 NA 3 NA 1 NA NA 53
435 2 2 NA 1 62 2 1 1 1 1 62
436 2 NA 1 2 29 NA 2 1 NA 5 32
436 3 2 1 NA NA 3 2 1 NA 5 32
436 4 1 1 2 1 3 2 1 NA 5 32
437 2 NA 1 1 43 2 1 NA 1 1 53
437 3 2 NA 1 21 3 1 NA 1 1 53
437 4 1 1 1 NA 3 1 NA 1 1 53
438 2 2 2 NA NA 2 2 1 2 1 27
439 2 NA 1 1 NA 2 NA 1 1 1 55
439 3 2 1 1 13 3 NA 1 1 1 55
439 4 NA 1 NA 11 3 NA 1 1 1 55
440 2 2 1 1 64 NA 1 1 NA 1 67
441 2 NA NA 1 26 NA 2 2 1 NA 83
442 2 NA 1 1 74 NA 1 2 1 1 55
442 3 NA 1 1 NA NA 1 2 1 1 55
443 2 2 1 NA 36 2 1 NA 1 1 38
443 3 2 NA 1 12 3 1 NA 1 1 38
443 4 1 1 NA NA 3 1 NA 1 1 38
444 2 2 1 1 21 2 2 1 1 1 22
445 2 2 NA NA 80 NA 1 NA NA 1 80
446 2 NA 2 1 7 NA 1 NA NA 1 34
446 3 NA 2 1 NA 7 1 NA NA 1 34
447 2 NA 1 1 66 2 1 1 1 1 66
448 2 2 8 NA NA 2 1 1 1 NA 46
448 3 1 NA 1 10 NA 1 1 1 NA 46
448 4 NA 8 1 NA 3 1 1 1 NA 46
449 2 2 1 NA 38 12 1 1 NA NA 37
450 2 1 2 NA 19 3 NA NA 2 1 34
450 3 1 NA NA 14 3 NA NA 2 1 34
450 4 1 NA 1 11 3 NA NA 2 1 34
451 2 2 1 1 55 2 1 NA NA 1 56
452 2 NA NA 2 33 NA NA 1 1 2 88
453 2 2 6 NA NA NA 1 1 NA 1 42
453 3 1 6 1 NA 3 1 1 NA 1 42
453 4 NA NA 1 4 3 1 1 NA 1 42
454 2 NA 1 NA NA 2 1 2 NA NA 26
455 2 2 1 1 NA 2 1 NA 1 1 68
456 2 NA 1 NA 53 2 1 1 1 1 58
457 2 2 1 1 20 NA 2 1 NA 1 20
458 2 1 1 1 53 3 NA 2 1 1 73
459 2 2 7 2 43 2 1 1 1 NA 47
459 3 2 NA 2 9 3 1 1 1 NA 47
460 2 NA 2 1 7 NA 2 2 2 1 26
461 2 1 1 NA NA 2 1 2 1 1 42
461 3 NA 1 1 14 3 1 2 1 1 42
461 4 2 NA 1 11 NA 1 2 1 1 42
462 2 NA 1 NA 68 NA NA NA 1 1 72
463 2 1 1 1 34 6 1 2 NA NA 48
463 3 1 1 1 NA 7 1 2 NA NA 48
463 4 NA 1 1 NA 7 1 2 NA NA 48
464 2 2 1 1 30 12 1 NA NA 1 43
465 2 2 NA 1 NA 2 NA 1 1 NA 63
465 3 2 1 1 30 NA NA 1 1 NA 63
465 4 2 1 1 89 NA NA 1 1 NA 63
466 2 2 NA NA NA 2 1 1 1 1 71
467 2 2 1 1 NA 2 NA NA 1 1 48
468 2 2 NA 1 23 12 2 2 2 1 22
468 3 2 2 NA 23 NA 2 2 2 1 22
468 4 2 8 NA 21 12 2 2 2 1 22
469 2 NA 1 1 58 2 NA NA 1 1 60
469 3 2 NA 1 25 NA NA NA 1 1 60
470 2 1 1 1 15 NA 2 2 1 1 40
471 2 1 NA 1 NA 2 1 2 2 1 63
472 2 NA NA NA 60 2 NA NA 1 1 68
473 2 2 7 1 27 12 NA NA 7 1 35
474 2 1 1 1 36 3 NA NA 1 NA 65
475 2 2 NA 1 NA 2 NA 1 NA 1 69
476 2 2 1 NA 9 3 2 2 1 NA 28
477 2 2 1 1 71 2 NA 1 1 1 71
478 2 2 1 1 50 3 1 2 NA NA 74
479 2 NA 1 NA NA NA 2 1 3 NA 25
480 2 2 1 1 NA 2 NA 1 1 NA 86
481 2 NA 1 NA NA 2 NA 2 1 NA 49
481 3 1 NA NA NA NA NA 2 1 NA 49
482 2 NA NA 1 NA 2 1 NA 1 1 49
483 2 2 1 1 NA NA NA 2 1 NA 61
483 3 1 1 NA 46 12 NA 2 1 NA 61
484 2 2 NA NA 46 2 NA NA NA NA 50
484 3 2 2 NA 5 3 NA NA NA NA 50
485 2 NA 1 1 53 2 1 NA 1 1 56
486 2 NA NA 1 59 11 NA 2 NA 1 95
487 2 NA 1 1 NA 2 NA 1 1 1 62
488 2 2 1 1 NA 2 1 1 1 NA 74
489 2 NA 2 1 21 3 1 2 2 1 48
489 3 1 NA 1 9 13 1 2 2 1 48
490 2 NA 1 1 69 NA 1 NA NA 1 59
491 2 1 NA NA NA 2 NA 2 NA 1 63
492 2 1 NA 1 33 12 2 2 6 1 32
493 2 2 NA 1 45 3 NA 1 NA 1 80
494 2 NA 1 NA NA NA 1 1 NA 1 85
495 2 1 NA 1 71 NA NA 1 1 1 47
495 3 NA NA NA 54 12 NA 1 1 1 47
496 2 NA 1 1 23 3 1 2 NA 5 56
496 3 NA NA NA NA 3 1 2 NA 5 56
497 2 NA 6 1 42 NA NA 1 NA 1 40
497 3 2 6 1 6 NA NA 1 NA 1 40
497 4 NA 6 NA NA NA NA 1 NA 1 40
498 2 1 2 1 55 2 1 2 2 1 44
499 2 1 7 NA 25 NA NA NA 1 1 23
499 3 1 1 2 6 3 NA NA 1 1 23
499 4 1 1 2 NA NA NA NA 1 1 23
500 2 1 NA 1 NA NA NA 2 NA NA 45
500 3 1 6 NA 15 NA NA 2 NA NA 45
500 4 2 6 1 12 3 NA 2 NA NA 45
501 2 NA NA 1 56 2 NA 1 1 1 62
502 2 1 1 NA 59 2 1 NA 1 1 48
503 2 2 4 1 64 2 NA NA NA NA 63
503 3 2 4 NA NA 3 NA NA NA NA 63
503 4 2 NA 1 40 3 NA NA NA NA 63
504 2 2 1 1 NA 2 NA NA 1 1 52
505 2 NA 1 1 58 NA 1 1 1 NA 62
505 3 1 1 NA 30 3 1 1 1 NA 62
505 4 NA 1 1 26 3 1 1 1 NA 62
506 2 2 NA 3 70 2 1 NA 1 NA 72
507 2 NA 1 1 58 2 NA NA 1 1 66
507 3 NA 1 1 NA 5 NA NA 1 1 66
507 4 1 1 NA 3 NA NA NA 1 1 66
508 2 2 NA NA NA NA NA NA 1 NA 82
509 2 2 1 5 74 NA 1 1 1 1 71
510 2 NA 1 1 94 NA 1 2 NA 1 85
511 2 2 1 NA 65 2 1 1 1 NA 65
511 3 1 NA 3 32 NA 1 1 1 NA 65
512 2 2 1 NA 29 2 NA NA 1 1 29
512 3 1 1 1 6 3 NA NA 1 1 29
512 4 1 NA 1 NA 3 NA NA 1 1 29
513 2 NA 1 1 45 2 2 NA 1 NA 49
514 2 2 NA 1 48 2 2 NA 1 NA 49
514 3 2 1 1 17 3 2 NA 1 NA 49
515 2 NA NA NA 24 12 2 2 1 1 23
516 2 NA 1 NA 76 2 1 1 1 1 78
517 2 2 2 1 81 NA 1 1 NA 1 46
518 2 NA NA NA NA 2 NA NA 1 5 75
519 2 2 NA 1 NA 2 1 1 NA 1 59
520 2 1 1 1 NA 2 1 2 1 NA 54
520 3 NA 1 NA NA 3 1 2 1 NA 54
520 4 NA 1 1 25 3 1 2 1 NA 54
521 2 NA NA 1 NA 2 1 1 6 1 43
521 3 2 6 1 15 3 1 1 6 1 43
521 4 1 NA NA 11 NA 1 1 6 1 43
522 2 2 1 1 33 12 1 NA 1 1 37
523 2 2 1 1 NA 2 1 NA 1 1 41
523 3 NA NA NA NA NA 1 NA 1 1 41
523 4 2 NA 1 1 NA 1 NA 1 1 41
524 2 NA NA 1 NA 2 NA 1 2 1 62
525 2 NA NA NA 30 2 NA NA 1 1 28
525 3 NA NA NA 4 3 NA NA 1 1 28
526 2 2 1 1 45 2 1 1 1 NA 48
526 3 1 1 1 13 3 1 1 1 NA 48
526 4 2 1 1 13 3 1 1 1 NA 48
527 2 NA 1 1 51 2 NA NA 1 1 51
527 3 NA 1 1 NA 3 NA NA 1 1 51
527 4 1 NA NA 13 3 NA NA 1 1 51
528 2 NA 1 4 47 2 1 NA 1 NA 41
528 3 2 1 4 NA NA 1 NA 1 NA 41
528 4 1 NA NA 7 NA 1 NA 1 NA 41
529 2 2 1 1 85 NA 1 1 1 1 88
530 2 1 2 NA 76 2 1 2 2 1 75
530 3 2 2 NA 15 NA 1 2 2 1 75
531 2 2 2 1 27 3 1 2 NA NA 67
532 2 1 1 NA NA 2 1 2 NA 1 29
533 2 NA NA 1 36 12 2 1 7 5 39
534 2 2 1 1 NA 2 1 NA 1 1 41
534 3 NA NA NA 13 NA 1 NA 1 1 41
534 4 NA 1 1 8 3 1 NA 1 1 41
535 2 2 1 1 NA 2 2 1 NA 1 57
535 3 NA 1 1 25 3 2 1 NA 1 57
535 4 2 NA NA 23 3 2 1 NA 1 57
536 2 2 1 1 23 NA NA NA 1 1 23
536 3 2 NA 1 23 NA NA NA 1 1 23
537 2 NA 7 5 NA NA 2 1 NA 5 59
538 2 2 4 1 22 3 NA NA NA 1 56
538 3 1 4 1 55 12 NA NA NA 1 56
539 2 1 NA 1 28 NA 1 NA 1 1 54
540 2 1 1 2 25 NA NA 2 NA 2 56
541 2 2 1 1 NA 2 NA NA NA 1 32
541 3 1 1 1 4 NA NA NA NA 1 32
542 2 2 1 1 27 NA 1 NA 1 1 57
543 2 2 1 1 45 2 1 1 1 NA 46
543 3 1 1 NA 18 3 1 1 1 NA 46
543 4 1 1 NA NA 3 1 1 1 NA 46
544 2 NA 1 NA 56 12 NA NA NA 1 54
545 2 1 2 NA 52 NA 1 2 NA 1 86
546 2 2 1 NA NA 2 NA 1 1 1 47
546 3 NA NA NA NA NA NA 1 1 1 47
547 2 NA 1 NA 49 NA 1 2 1 1 47
547 3 1 1 NA 20 3 1 2 1 1 47
548 2 2 1 1 NA 2 1 1 1 1 59
549 2 2 1 NA NA NA 1 NA 1 1 57
550 2 1 1 1 NA 3 1 1 NA 1 94
551 2 1 8 1 33 3 1 2 NA 1 66
552 2 NA 1 1 21 NA 2 2 1 1 21
553 2 NA 3 1 NA 2 NA NA NA 1 51
553 3 2 3 1 16 3 NA NA NA 1 51
553 4 NA 3 1 NA 3 NA NA NA 1 51
554 2 NA NA NA NA NA 1 NA NA 1 75
555 2 NA 1 NA 57 2 1 1 NA 1 61
555 3 2 1 1 84 NA 1 1 NA 1 61
556 2 NA 1 2 27 12 2 1 1 NA 28
557 2 NA 1 1 56 12 1 1 1 NA 59
558 2 1 1 1 NA NA 2 2 1 NA 34
558 3 1 NA 1 1 NA 2 2 1 NA 34
559 2 2 NA 3 15 3 1 NA 7 3 39
560 2 1 NA 2 NA NA NA NA 1 NA 40
560 3 2 1 1 46 12 NA NA 1 NA 40
561 2 1 NA 1 49 12 2 NA NA 1 39
562 2 1 NA 1 NA NA NA 2 NA NA 69
563 2 2 7 2 NA 2 1 1 7 2 83
564 2 1 NA 1 NA 2 1 2 1 NA 30
564 3 2 1 NA 8 3 1 2 1 NA 30
565 2 2 1 1 NA 2 2 1 1 1 58
566 2 2 2 1 43 NA 1 NA 2 1 51
566 3 1 2 NA 17 3 1 NA 2 1 51
566 4 NA 2 1 15 NA 1 NA 2 1 51
567 2 NA 1 1 57 2 NA 1 1 NA 67
568 2 2 6 1 22 12 2 NA 1 1 23
569 2 2 1 NA NA 7 1 1 1 1 28
569 3 1 NA 1 55 11 1 1 1 1 28
570 2 1 NA NA 27 12 2 NA NA NA 26
571 2 2 1 1 NA 2 1 NA NA 1 56
571 3 1 1 1 14 NA 1 NA NA 1 56
571 4 1 1 1 10 3 1 NA NA 1 56
572 2 2 NA NA 62 2 1 1 1 1 64
573 2 1 NA NA NA 3 2 NA NA NA 24
574 2 NA 1 1 NA 2 1 1 NA 1 64
575 2 1 NA 1 51 2 NA NA 1 NA 58
576 2 1 2 1 45 2 1 2 1 1 46
576 3 1 NA NA 8 3 1 2 1 1 46
576 4 1 NA NA 6 3 1 2 1 1 46
577 2 1 1 1 59 12 1 1 1 1 85
578 2 NA 1 1 NA 2 2 1 NA NA 59
579 2 NA 1 2 28 12 1 1 NA NA 32
580 2 NA 1 1 NA 2 1 1 1 NA 63
580 3 1 1 1 16 NA 1 1 1 NA 63
580 4 NA NA 1 6 8 1 1 1 NA 63
581 2 NA 1 NA NA 2 1 NA 1 1 53
581 3 1 1 1 26 NA 1 NA 1 1 53
581 4 NA NA 1 17 3 1 NA 1 1 53
582 2 NA NA NA 40 2 1 NA 1 1 35
583 2 NA NA 1 7 NA 1 1 1 NA 35
584 2 2 NA NA NA 2 1 1 NA NA 54
584 3 2 1 NA 17 3 1 1 NA NA 54
584 4 2 1 2 14 NA 1 1 NA NA 54
585 2 2 1 1 NA 2 1 1 1 1 66
586 2 NA 1 4 NA NA 1 NA 1 3 59
587 2 2 NA NA NA 2 1 NA NA 1 79
587 3 2 1 1 21 NA 1 NA NA 1 79
587 4 NA NA NA 2 8 1 NA NA 1 79
588 2 NA 1 1 30 NA 2 NA 1 NA 30
588 3 NA 1 1 1 NA 2 NA 1 NA 30
589 2 2 NA 1 NA NA 1 NA NA NA 67
590 2 NA 7 2 NA NA NA 1 7 2 66
591 2 1 1 1 55 2 1 NA 1 NA 61
592 2 1 NA 2 16 NA NA 2 NA NA 39
592 3 NA 1 2 15 NA NA 2 NA NA 39
592 4 2 1 NA 12 NA NA 2 NA NA 39
593 2 1 1 2 30 NA 2 2 1 NA 32
593 3 1 1 2 6 NA 2 2 1 NA 32
594 2 2 1 NA 41 12 2 1 1 NA 40
595 2 2 NA 1 NA 2 NA 1 4 1 31
596 2 NA 1 NA NA 2 1 2 NA 1 33
596 3 NA NA 1 9 3 1 2 NA 1 33
596 4 NA 1 1 7 NA 1 2 NA 1 33
597 2 1 NA NA 46 NA 2 NA 1 NA 49
598 2 2 1 NA 56 2 NA 1 NA 1 56
599 2 1 2 3 47 10 1 1 1 1 83
600 2 NA 1 3 NA 2 2 NA NA NA 33
601 2 1 1 1 NA 2 1 NA 1 NA 57
601 3 2 1 NA 17 3 1 NA 1 NA 57
602 2 NA NA 3 NA NA 1 2 NA NA 47
602 3 2 1 3 NA 3 1 2 NA NA 47
602 4 2 1 3 12 3 1 2 NA NA 47
603 2 1 1 1 1 3 NA 2 1 1 34
604 2 2 1 1 50 NA 1 1 1 1 69
604 3 2 NA NA 27 5 1 1 1 1 69
604 4 1 1 NA 7 NA 1 1 1 1 69
605 2 1 7 5 41 12 NA 2 7 NA 39
606 2 2 NA NA 67 2 2 NA 3 1 79
607 2 2 NA 1 69 2 NA 1 NA NA 61
608 2 2 1 1 NA NA NA 1 NA 1 45
608 3 NA 1 NA 13 3 NA 1 NA 1 45
608 4 NA NA 1 8 NA NA 1 NA 1 45
609 2 NA 1 1 NA 2 1 1 1 1 69
610 2 NA NA 1 NA NA NA 1 1 1 55
610 3 1 1 1 24 3 NA 1 1 1 55
610 4 2 1 1 NA 3 NA 1 1 1 55
611 2 NA NA 1 78 NA 1 1 NA 1 79
612 2 1 1 1 NA NA NA 2 1 1 54
612 3 1 1 NA 19 3 NA 2 1 1 54
613 2 2 2 1 19 NA NA NA 2 NA 61
613 3 2 NA 1 2 11 NA NA 2 NA 61
614 2 2 1 NA 59 2 1 1 NA 1 62
614 3 NA 1 1 NA 3 1 1 NA 1 62
615 2 2 1 NA NA 2 NA 1 NA 1 87
616 2 2 1 NA 52 2 1 1 NA 1 53
616 3 NA 1 1 NA 3 1 1 NA 1 53
617 2 2 1 1 31 2 1 NA 1 NA 35
617 3 1 NA 1 NA 3 1 NA 1 NA 35
617 4 2 1 1 9 3 1 NA 1 NA 35
618 2 1 1 1 64 2 1 2 NA NA 58
619 2 2 1 1 NA 2 1 NA NA 1 39
619 3 NA 1 1 7 3 1 NA NA 1 39
619 4 2 1 1 NA NA 1 NA NA 1 39
620 2 1 NA 1 NA 2 1 NA 1 1 52
621 2 2 1 1 NA 2 NA NA 1 NA 43
622 2 2 1 NA NA NA NA 1 1 1 75
623 2 2 NA 1 39 NA 1 1 1 NA 46
623 3 1 NA 1 14 13 1 1 1 NA 46
623 4 NA NA 1 10 13 1 1 1 NA 46
624 2 2 7 2 9 3 NA 2 NA 2 33
624 3 2 7 NA 2 NA NA 2 NA 2 33
625 2 2 1 NA NA 2 NA 1 1 1 41
625 3 2 1 1 8 3 NA 1 1 1 41
625 4 1 NA 1 4 NA NA 1 1 1 41
626 2 2 NA NA NA 3 2 1 1 1 37
626 3 2 1 1 32 12 2 1 1 1 37
627 2 NA 1 1 NA 2 NA 1 1 1 55
627 3 1 1 1 22 3 NA 1 1 1 55
628 2 1 1 1 42 12 1 2 1 1 49
629 2 2 NA 1 66 2 1 1 NA 1 67
630 2 1 1 1 50 NA 1 2 NA 1 51
631 2 NA 1 1 NA 3 1 2 1 1 49
632 2 1 2 NA 15 NA 2 2 2 1 56
632 3 NA NA 1 12 3 2 2 2 1 56
633 2 2 1 1 NA 2 NA NA 1 1 70
634 2 2 NA 1 NA NA NA 1 1 1 76
635 2 NA 1 NA 56 2 NA 1 1 1 56
635 3 1 1 1 NA 3 NA 1 1 1 56
636 2 NA 1 NA 18 3 2 NA 1 1 38
636 3 NA NA NA 51 12 2 NA 1 1 38
637 2 1 NA 1 57 3 1 2 1 1 80
638 2 2 1 1 86 NA 1 NA 1 NA 54
639 2 2 1 5 51 2 1 1 1 5 55
639 3 1 1 NA 31 3 1 1 1 5 55
639 4 NA 1 5 23 3 1 1 1 5 55
640 2 2 1 1 NA 2 NA 1 NA 1 76
641 2 NA 1 1 47 2 1 1 1 1 59
641 3 2 NA NA 14 NA 1 1 1 1 59
641 4 NA 1 1 12 5 1 1 1 1 59
642 2 1 1 1 NA 2 1 2 1 NA 51
643 2 2 1 1 NA 2 1 NA 1 1 62
644 2 1 1 1 38 2 1 2 NA 1 36
644 3 NA NA 1 7 NA 1 2 NA 1 36
644 4 2 1 1 5 NA 1 2 NA 1 36
645 2 2 1 NA NA NA 1 NA NA 1 86
646 2 1 NA 1 31 2 NA 2 NA NA 32
646 3 NA 1 NA 5 3 NA 2 NA NA 32
646 4 1 1 1 NA 3 NA 2 NA NA 32
647 2 1 1 1 36 2 1 2 NA 1 34
647 3 1 1 1 2 3 1 2 NA 1 34
648 2 1 NA NA NA NA 1 2 1 NA 72
649 2 NA 1 1 NA NA NA NA NA NA 60
650 2 1 1 1 27 12 NA 2 1 1 24
651 2 1 NA 1 45 NA NA 2 NA NA 55
651 3 1 NA 1 14 NA NA 2 NA NA 55
652 2 2 NA 1 NA 2 2 NA 1 NA 26
652 3 1 1 1 3 3 2 NA 1 NA 26
653 2 2 1 1 NA 2 1 1 1 1 36
653 3 2 NA 1 5 3 1 1 1 1 36
654 2 1 1 NA NA 2 NA 2 1 NA 28
655 2 2 1 1 41 2 NA NA 1 1 41
655 3 1 NA 1 8 3 NA NA 1 1 41
655 4 NA 1 1 6 NA NA NA 1 1 41
656 2 2 NA 1 NA 2 NA 1 NA 1 54
656 3 2 1 NA 19 NA NA 1 NA 1 54
656 4 1 1 1 17 3 NA 1 NA 1 54
657 2 NA 1 2 26 13 NA NA 1 NA 53
658 2 NA 2 1 62 2 1 1 2 NA 67
659 2 2 NA NA 11 NA 2 2 1 1 52
660 2 NA 1 1 58 2 1 1 1 NA 59
661 2 2 NA 5 NA 2 NA 1 2 1 69
